index,budget,genres,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,cast,director
1940,25000000,Comedy Drama,72113,en,Carnage,20.011435,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Zanagar Films"", ""id"": 2066}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Vers\u00e1til Cinema"", ""id"": 8531}, {""name"": ""SBS Productions"", ""id"": 8997}, {""name"": ""Polski Instytut Sztuki Filmowej"", ""id"": 11240}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 45970}, {""name"": ""SPI Film Studio"", ""id"": 52574}]",2011-09-16,27603069,80.0,Released,Carnage,7.0,Kate Winslet Jodie Foster Christoph Waltz John C. Reilly Elvis Polanski,Roman Polanski
1941,25000000,Drama Mystery Thriller,9729,en,Where the Truth Lies,4.051221,"[{""name"": ""Serendipity Point Films"", ""id"": 805}]",2005-10-07,0,107.0,Released,Where the Truth Lies,5.9,Kevin Bacon Colin Firth Alison Lohman David Hayman Rachel Blanchard,Atom Egoyan
1943,25000000,Drama,22256,en,Without Limits,3.849873,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Warner Bros."", ""id"": 6194}]",1998-09-11,777423,117.0,Released,Without Limits,6.2,Billy Crudup Donald Sutherland Monica Potter Jeremy Sisto Matthew Lillard,Robert Towne
1944,25000000,Comedy Drama Romance,12404,en,Me and Orson Welles,3.593165,"[{""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Freestyle Releasing"", ""id"": 4616}, {""name"": ""CinemaNX"", ""id"": 5705}]",2009-11-25,2336172,114.0,Released,Me and Orson Welles,6.6,Zac Efron Claire Danes Christian McKay Imogen Poots Zoe Kazan,Richard Linklater
1945,13500000,Drama Romance Crime Mystery,152742,en,La migliore offerta,30.058263,"[{""name"": ""Paco Cinematografica"", ""id"": 3110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Regione Lazio"", ""id"": 20416}, {""name"": ""Business Location Sudtirol Alto Adige"", ""id"": 20644}, {""name"": ""Friuli Venezia Giulia Film Commission"", ""id"": 38591}, {""name"": ""UniCredit Group"", ""id"": 38592}]",2013-01-01,19255873,124.0,Released,The Best Offer,7.7,Geoffrey Rush Jim Sturgess Sylvia Hoeks Donald Sutherland Maximilian Dirr,Giuseppe Tornatore
1946,25000000,Drama Crime,11699,en,The Bad Lieutenant: Port of Call - New Orleans,17.339852,"[{""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Polsky Films"", ""id"": 10478}, {""name"": ""Osiris Productions"", ""id"": 11265}, {""name"": ""Lieutenant Productions"", ""id"": 11266}]",2009-09-11,10589102,122.0,Released,The Bad Lieutenant: Port of Call - New Orleans,6.0,Nicolas Cage Eva Mendes Val Kilmer Fairuza Balk Shawn Hatosy,Werner Herzog
1948,25000000,Comedy Drama,48034,fr,Les petits mouchoirs,15.279020999999998,"[{""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Les Productions du Tr\u00e9sor"", ""id"": 2612}, {""name"": ""EuropaCorp"", ""id"": 6896}]",2010-10-20,48531470,154.0,Released,Little White Lies,7.1,Fran\u00e7ois Cluzet Marion Cotillard Beno\u00eet Magimel Gilles Lellouche Jean Dujardin,Guillaume Canet
1951,25000000,Family Animation,36696,ru,Белка и Стрелка. Звёздные собаки,5.753564,"[{""name"": ""CN Film"", ""id"": 3145}]",2010-03-18,6500000,85.0,Released,Space Dogs,6.3,Anna Bolshova Evgeny Mironov Sergey Garmash Aleksandr Bashirov Elena Yakovleva,Inna Evlannikova
1952,25000000,Thriller Crime Drama,109091,en,The Counselor,35.022028999999996,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Chockstone Pictures"", ""id"": 13649}, {""name"": ""Translux"", ""id"": 14384}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2013-10-25,71009334,117.0,Released,The Counselor,5.0,Michael Fassbender Cameron Diaz Javier Bardem Goran Visnjic Pen\u00e9lope Cruz,Ridley Scott
1953,25000000,Romance Adventure Action History,38543,en,Ironclad,12.31708,"[{""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""Premiere Picture"", ""id"": 3870}, {""name"": ""Mythic International Entertainment"", ""id"": 5706}, {""name"": ""Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)"", ""id"": 7416}, {""name"": ""Wales Creative IP Fund"", ""id"": 11841}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Perpetual Media Capital"", ""id"": 13792}, {""name"": ""Molinare Investment"", ""id"": 19579}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""ContentFilm International"", ""id"": 25487}]",2011-03-03,0,121.0,Released,Ironclad,6.2,James Purefoy Kate Mara Jason Flemyng Paul Giamatti Brian Cox,Jonathan English
1954,25000000,History Action Drama,33157,en,Waterloo,1.894749,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Dino de Laurentiis Cinematografica"", ""id"": 1216}, {""name"": ""Mosfilm"", ""id"": 5120}]",1970-10-26,3052000,128.0,Released,Waterloo,7.0,Rod Steiger Christopher Plummer Orson Welles Jack Hawkins Virginia McKenna,Sergey Bondarchuk
1955,25000000,Crime Action Thriller,290864,cn,一個人的武林,6.8958660000000025,"[{""name"": ""Emperor Motion Pictures"", ""id"": 2726}, {""name"": ""Heart & Soul Production"", ""id"": 45424}, {""name"": ""Beijing Silver Moon Productions"", ""id"": 45425}]",2014-10-31,0,100.0,Released,Kung Fu Jungle,6.5,Donnie Yen Charlie Yeung Wang Baoqiang Bai Bing Deep Ng,Teddy Chan
1956,25000000,Action Thriller,242166,en,Red Sky,3.344158,"[{""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""MVP Films"", ""id"": 37580}, {""name"": ""Invest Capital Film Group"", ""id"": 37831}, {""name"": ""Live Screen Pictures"", ""id"": 37832}]",2014-03-12,0,100.0,Released,Red Sky,4.1,Cam Gigandet Rachael Leigh Cook Shane West Bill Pullman Brian Krause,Mario Van Peebles
1957,14000000,Drama Romance,859,en,Dangerous Liaisons,14.480628,"[{""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""NFH Productions"", ""id"": 18737}]",1988-12-16,34670720,119.0,Released,Dangerous Liaisons,7.0,Glenn Close John Malkovich Michelle Pfeiffer Swoosie Kurtz Keanu Reeves,Stephen Frears
1958,25000000,Adventure Drama,83770,en,On the Road,14.613152,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Vanguard Films"", ""id"": 614}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""SPAD Films"", ""id"": 8372}, {""name"": ""MK2 Productions"", ""id"": 9209}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""Nomadic Pictures"", ""id"": 12467}, {""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""Jerry Leider Company"", ""id"": 79077}]",2012-05-22,8784318,137.0,Released,On the Road,5.5,Garrett Hedlund Sam Riley Kristen Stewart Amy Adams Tom Sturridge,Walter Salles
1959,24000000,Science Fiction Adventure,168,en,Star Trek IV: The Voyage Home,22.258428,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1986-11-25,133000000,119.0,Released,Star Trek IV: The Voyage Home,6.9,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,Leonard Nimoy
1960,24000000,Drama,1246,en,Rocky Balboa,30.445257,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Rogue Marble"", ""id"": 696}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2006-12-20,155721132,102.0,Released,Rocky Balboa,6.5,Sylvester Stallone Burt Young Milo Ventimiglia Geraldine Hughes James Francis Kelly III,Sylvester Stallone
1961,24000000,Horror Mystery,4233,en,Scream 2,35.244037,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Konrad Pictures"", ""id"": 85}, {""name"": ""Maven Entertainment"", ""id"": 1601}, {""name"": ""Dimension Films"", ""id"": 7405}]",1997-12-09,172363301,120.0,Released,Scream 2,6.1,David Arquette Neve Campbell Courteney Cox Sarah Michelle Gellar Jamie Kennedy,Wes Craven
1962,25000000,Action Drama Western,174751,en,Jane Got a Gun,15.333575,"[{""name"": ""Handsomecharlie Films"", ""id"": 8873}, {""name"": ""Unanimous Pictures"", ""id"": 13242}, {""name"": ""Straight Up Films"", ""id"": 13403}, {""name"": ""1821 Pictures"", ""id"": 14358}, {""name"": ""Scott Pictures"", ""id"": 14359}]",2016-01-01,1397284,98.0,Released,Jane Got a Gun,5.4,Natalie Portman Joel Edgerton Ewan McGregor Noah Emmerich Boyd Holbrook,Gavin O'Connor
1963,24000000,Comedy Romance,184098,en,Think Like a Man Too,15.237142,"[{""name"": ""Will Packer Productions"", ""id"": 49968}]",2014-06-20,70181428,105.0,Released,Think Like a Man Too,6.4,Adam Brody Michael Ealy Jerry Ferrara Meagan Good Regina Hall,Tim Story
1964,41300000,Comedy Crime,2069,en,The Whole Nine Yards,23.441135,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Nine Yards Productions"", ""id"": 51772}, {""name"": ""Rational Packaging Company"", ""id"": 53013}, {""name"": ""Lansdown Films"", ""id"": 53014}]",2000-02-18,106371651,98.0,Released,The Whole Nine Yards,6.2,Bruce Willis Matthew Perry Rosanna Arquette Michael Clarke Duncan Kevin Pollak,Jonathan Lynn
1965,8200000,Drama Family Music Romance,1788,en,Footloose,25.03414,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""IndieProd Company Productions"", ""id"": 959}]",1984-02-17,80035402,107.0,Released,Footloose,6.4,Kevin Bacon John Lithgow Dianne Wiest Chris Penn Lori Singer,Herbert Ross
1966,24000000,Comedy,11635,en,Old School,24.70166,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}]",2003-02-21,87055349,91.0,Released,Old School,6.6,Luke Wilson Will Ferrell Vince Vaughn Ellen Pompeo Leah Remini,Todd Phillips
1967,24000000,Comedy Drama,177,en,The Fisher King,16.146572,"[{""name"": ""TriStar Pictures"", ""id"": 559}]",1991-09-09,41895491,137.0,Released,The Fisher King,7.2,Jeff Bridges Robin Williams Mercedes Ruehl Amanda Plummer Michael Jeter,Terry Gilliam
1968,65000000,Horror Mystery Thriller,3600,en,I Still Know What You Did Last Summer,20.793026,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}, {""name"": ""Summer Knowledge LLC"", ""id"": 1464}]",1998-11-13,40002112,100.0,Released,I Still Know What You Did Last Summer,5.1,Jennifer Love Hewitt Freddie Prinze Jr. Mekhi Phifer Brandy Norwood Muse Watson,Danny Cannon
1969,24000000,Romance Comedy Drama,2621,en,Return to Me,5.771479,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""JLT Productions"", ""id"": 65402}]",2000-04-07,36609995,115.0,Released,Return to Me,6.1,David Duchovny Minnie Driver Carroll O'Connor Robert Loggia Jim Belushi,Bonnie Hunt
1970,24000000,Comedy,10358,en,Zack and Miri Make a Porno,27.326465999999996,"[{""name"": ""Blue Askew"", ""id"": 2599}, {""name"": ""View Askew Productions"", ""id"": 16934}]",2008-09-18,42105111,102.0,Released,Zack and Miri Make a Porno,6.1,Seth Rogen Elizabeth Banks Jennifer Schwalbach Smith Jason Mewes Gerry Bednob,Kevin Smith
1971,24000000,Comedy Crime Thriller,10480,en,Nurse Betty,3.572339,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""USA Films"", ""id"": 987}, {""name"": ""Intermedia"", ""id"": 8856}]",2000-09-08,0,108.0,Released,Nurse Betty,5.9,Ren\u00e9e Zellweger Morgan Freeman Chris Rock Greg Kinnear Aaron Eckhart,Neil LaBute
1972,24000000,Comedy War,10313,en,The Men Who Stare at Goats,20.69219,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Smoke House"", ""id"": 1782}, {""name"": ""Ruby Films"", ""id"": 2054}]",2009-10-17,68729358,93.0,Released,The Men Who Stare at Goats,5.9,George Clooney Ewan McGregor Jeff Bridges Kevin Spacey Robert Patrick,Grant Heslov
1974,40000000,Drama,3558,en,"Girl, Interrupted",10.713521,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]",1999-12-21,0,127.0,Released,"Girl, Interrupted",7.6,Winona Ryder Angelina Jolie Clea DuVall Brittany Murphy Elisabeth Moss,James Mangold
1975,17000000,Comedy Romance,13476,en,Win a Date with Tad Hamilton!,7.701041,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]",2004-01-23,16980098,95.0,Released,Win a Date with Tad Hamilton!,5.5,Josh Duhamel Kate Bosworth Topher Grace Nathan Lane Sean Hayes,Robert Luketic
1976,24000000,Fantasy Comedy Science Fiction Family,10208,en,Muppets from Space,6.589192999999999,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]",1999-07-14,16290976,87.0,Released,Muppets from Space,5.8,Steve Whitmire Dave Goelz Bill Barretta Frank Oz Jerry Nelson,Tim Hill
1977,24000000,Adventure Family Fantasy Music,24961,en,The Wiz,2.753313,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Motown Productions"", ""id"": 2730}]",1978-10-24,21049053,134.0,Released,The Wiz,5.9,Diana Ross Michael Jackson Nipsey Russell Ted Ross Theresa Merritt,Sidney Lumet
1978,24000000,Action Comedy Drama,20697,en,Ready to Rumble,3.113009,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]",2000-04-07,12372410,107.0,Released,Ready to Rumble,4.7,David Arquette Scott Caan Oliver Platt Rose McGowan Bill Goldberg,Brian Robbins
1979,24000000,Comedy Drama,20761,en,Play It to the Bone,5.566203,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",1999-12-25,8434146,124.0,Released,Play It to the Bone,5.7,Antonio Banderas Woody Harrelson Lolita Davidovich Tom Sizemore Lucy Liu,Ron Shelton
1980,24000000,Romance Comedy,70868,en,I Don't Know How She Does It,8.630825,"[{""name"": ""The Weinstein Company"", ""id"": 308}]",2011-09-16,30551495,89.0,Released,I Don't Know How She Does It,5.0,Sarah Jessica Parker Pierce Brosnan Sarah Shahi Busy Philipps Olivia Munn,Douglas McGrath
1981,24000000,Comedy Horror,43593,en,Piranha 3D,23.34383900000001,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Chako Film Company"", ""id"": 7332}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Intellectual Properties Worldwide"", ""id"": 18524}, {""name"": ""Aja / Levasseur Productions"", ""id"": 22596}]",2010-08-20,83188165,88.0,Released,Piranha 3D,5.3,Elisabeth Shue Adam Scott Jerry O'Connell Steven R. McQueen Jessica Szohr,Alexandre Aja
1982,23000000,Drama Music,6478,en,Beyond the Sea,6.1382129999999995,"[{""name"": ""Lionsgate"", ""id"": 1632}]",2004-12-17,0,118.0,Released,Beyond the Sea,6.5,Kevin Spacey Kate Bosworth John Goodman Bob Hoskins Brenda Blethyn,Kevin Spacey
1983,24000000,Animation Comedy Family,40688,en,Meet the Deedles,2.353441,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",1998-03-27,4562146,93.0,Released,Meet the Deedles,4.1,Paul Walker John Ashton Dennis Hopper Eric Braeden Richard Lineback,Steve Boyum
1984,28000000,Adventure Fantasy Animation Science Fiction Family,26672,en,The Thief and the Cobbler,2.439184,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Allied Filmmakers"", ""id"": 1755}, {""name"": ""Richard Williams Productions"", ""id"": 6045}]",1993-09-23,669276,72.0,Released,The Thief and the Cobbler,6.8,Vincent Price Anthony Quayle Sean Connery Joan Sims Paul Matthews,Richard Williams
1986,24000000,Crime Drama Action Thriller,41283,en,Faster,26.324874,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""State Street Pictures"", ""id"": 3356}, {""name"": ""CBS Films"", ""id"": 5490}]",2010-11-23,23081726,98.0,Released,Faster,6.1,Dwayne Johnson Billy Bob Thornton Maggie Grace Carla Gugino Tom Berenger,"George Tillman, Jr."
1987,24000000,Fantasy Animation Adventure,4935,ja,ハウルの動く城,49.549984,"[{""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Buena Vista Home Entertainment"", ""id"": 11200}, {""name"": ""Mitsubishi"", ""id"": 11847}, {""name"": ""d-rights"", ""id"": 12518}, {""name"": ""Tohokushinsha Film Corporation"", ""id"": 74952}]",2004-11-19,234710455,119.0,Released,Howl's Moving Castle,8.2,Takuya Kimura Akihiro Miwa Tatsuya Gash\u00fbin Mitsunori Isaki Yo Oizumi,Hayao Miyazaki
1988,23600000,Comedy Horror,19908,en,Zombieland,57.300674,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Pariah"", ""id"": 11733}]",2009-10-07,102391382,88.0,Released,Zombieland,7.2,Jesse Eisenberg Woody Harrelson Emma Stone Abigail Breslin Amber Heard,Ruben Fleischer
1989,23000000,Comedy,10663,en,The Waterboy,23.839127,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",1998-11-06,185991646,90.0,Released,The Waterboy,5.9,Adam Sandler Kathy Bates Fairuza Balk Henry Winkler Jerry Reed,Frank Coraci
1990,18000000,Adventure Action Science Fiction,1891,en,The Empire Strikes Back,78.51783,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1980-05-17,538400000,124.0,Released,The Empire Strikes Back,8.2,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams Anthony Daniels,Irvin Kershner
1991,19000000,Action Comedy Crime Thriller,9737,en,Bad Boys,33.872182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]",1995-04-07,141407024,118.0,Released,Bad Boys,6.5,Will Smith Martin Lawrence T\u00e9a Leoni Tch\u00e9ky Karyo Joe Pantoliano,Michael Bay
1992,23000000,Comedy Crime,37137,en,The Naked Gun 2½: The Smell of Fear,27.332559999999997,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1991-06-28,86930411,85.0,Released,The Naked Gun 2½: The Smell of Fear,6.6,Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Robert Goulet,David Zucker
1993,23000000,Horror,9532,en,Final Destination,38.799596,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}]",2000-03-16,53302314,98.0,Released,Final Destination,6.4,Devon Sawa Ali Larter Kerr Smith Tony Todd Seann William Scott,James Wong
1994,12500000,Drama,10316,en,The Ides of March,20.317469,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Crystal City Entertainment"", ""id"": 9018}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]",2011-09-24,75993061,101.0,Released,The Ides of March,6.5,Ryan Gosling George Clooney Philip Seymour Hoffman Paul Giamatti Evan Rachel Wood,George Clooney
1995,23000000,Thriller Science Fiction Action,2787,en,Pitch Black,18.493202,"[{""name"": ""Interscope Communications"", ""id"": 10201}]",2000-02-18,53187659,108.0,Released,Pitch Black,6.7,Vin Diesel Radha Mitchell Cole Hauser Lewis Fitz-Gerald Claudia Black,David Twohy
1996,23000000,Comedy Romance,12658,en,Someone Like You...,7.901891,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",2001-03-30,0,97.0,Released,Someone Like You...,6.0,Ashley Judd Greg Kinnear Hugh Jackman Marisa Tomei Ellen Barkin,Tony Goldwyn
1997,23000000,Romance Science Fiction Drama,152601,en,Her,53.682367000000006,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]",2013-12-18,47351251,126.0,Released,Her,7.9,Joaquin Phoenix Scarlett Johansson Rooney Mara Amy Adams Olivia Wilde,Spike Jonze
1998,23000000,Mystery Thriller Drama,10866,en,Joy Ride,11.183197,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Bad Robot"", ""id"": 11461}]",2001-10-05,36642838,97.0,Released,Joy Ride,6.3,Steve Zahn Paul Walker Leelee Sobieski Jessica Bowman Stuart Stone,John Dahl
1999,25000000,Fantasy Adventure Family,227707,en,The Adventurer: The Curse of the Midas Box,8.842722,"[{""name"": ""Matador Pictures"", ""id"": 707}, {""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Afrodita Audiovisual, A.I.E."", ""id"": 10069}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Telef\u00f3nica Producciones"", ""id"": 16742}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Entertainment Motion Pictures"", ""id"": 20386}, {""name"": ""Cinema One"", ""id"": 49252}, {""name"": ""Nix Films"", ""id"": 53195}, {""name"": ""International Pictures Two"", ""id"": 66897}, {""name"": ""Cronos Entertainment AIE"", ""id"": 66899}]",2013-12-05,6399,99.0,Released,The Adventurer: The Curse of the Midas Box,5.1,Aneurin Barnard Michael Sheen Lena Headey Sam Neill Ioan Gruffudd,Jonathan Newman
2000,23000000,Drama Comedy Romance,21349,en,Anywhere But Here,8.976738000000003,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}]",1999-11-12,18653615,114.0,Released,Anywhere But Here,5.9,Susan Sarandon Natalie Portman Hart Bochner Eileen Ryan Ray Baker,Wayne Wang
2002,23000000,Action Thriller,70435,en,Haywire,26.257951,"[{""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Relativity Media"", ""id"": 7295}]",2011-11-06,33372606,93.0,Released,Haywire,5.6,Gina Carano Ewan McGregor Michael Fassbender Bill Paxton Channing Tatum,Steven Soderbergh
2003,23000000,Adventure Thriller,580,en,Jaws: The Revenge,12.777008,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1987-07-17,51881013,89.0,Released,Jaws: The Revenge,3.5,Lorraine Gary Lance Guest Mario Van Peebles Michael Caine Karen Young,Joseph Sargent
2006,23000000,Drama,20024,en,The End of the Affair,6.9212630000000015,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1999-12-03,10827816,102.0,Released,The End of the Affair,6.6,Ralph Fiennes Stephen Rea Julianne Moore James Bolam Ian Hart,Neil Jordan
2007,23000000,Action Thriller,2453,en,Harley Davidson and the Marlboro Man,12.869436,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Krisjair"", ""id"": 22058}, {""name"": ""Laredo"", ""id"": 22059}]",1991-08-23,7434726,98.0,Released,Harley Davidson and the Marlboro Man,6.1,Mickey Rourke Don Johnson Chelsea Field Daniel Baldwin Giancarlo Esposito,Simon Wincer
2008,23000000,History Drama Thriller Crime Mystery,6973,en,In the Valley of Elah,15.676123,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""NALA Films"", ""id"": 2088}, {""name"": ""Samuels Media"", ""id"": 2089}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]",2007-08-31,29541790,124.0,Released,In the Valley of Elah,6.6,Tommy Lee Jones Charlize Theron Susan Sarandon Frances Fisher James Franco,Paul Haggis
2010,11000000,Western Drama,354110,en,Forsaken,11.071522,"[{""name"": ""Minds Eye Entertainment"", ""id"": 8583}, {""name"": ""Panacea Entertainment"", ""id"": 13680}, {""name"": ""Moving Pictures Media"", ""id"": 21012}]",2015-09-16,0,90.0,Released,Forsaken,5.8,Demi Moore Kiefer Sutherland Donald Sutherland Brian Cox Siobhan Williams,Jon Cassar
2011,23000000,Drama Comedy Romance,22215,en,Chéri,5.494047,"[{""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Bill Kenwright Films"", ""id"": 7058}, {""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""National Lottery through UK Film Council"", ""id"": 20456}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Cine Productions"", ""id"": 30298}, {""name"": ""MMC Studios"", ""id"": 30299}, {""name"": ""Tiggy Films"", ""id"": 30300}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}, {""name"": ""Cheri Productions"", ""id"": 30302}, {""name"": ""Erste MMC-Production"", ""id"": 30303}]",2009-02-10,9366227,86.0,Released,Cheri,5.9,Michelle Pfeiffer Kathy Bates Rupert Friend Felicity Jones Iben Hjejle,Stephen Frears
2012,23000000,Drama Romance,11632,en,Vanity Fair,6.6181490000000025,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Focus Features"", ""id"": 10146}]",2004-09-01,16123851,141.0,Released,Vanity Fair,5.5,Reese Witherspoon James Purefoy Jonathan Rhys Meyers Romola Garai Gabriel Byrne,Mira Nair
2013,23000000,Drama Action History,30596,cn,十月圍城,7.876883,"[{""name"": ""China Film Group Corporation"", ""id"": 2270}]",2009-12-18,5837674,139.0,Released,Bodyguards and Assassins,6.5,Donnie Yen Wang Xue-qi Tony Leung Ka-Fai Nicholas Tse Hu Jun,Teddy Chan
